property_id,living_area_sqft,lot_area_sqft,bedrooms,bathrooms,house_age_years,neighborhood,condition,garage_spaces,has_basement,distance_to_center_km,sale_price
PROP00625,1801.0,5433.0,2,1.0,6,suburb_north,poor,0,1,17.7,261796.0
PROP00626,838.0,2389.0,3,2.2,0,riverside,good,1,1,17.9,264112.0
PROP00627,2542.0,14983.0,3,2.4,49,suburb_north,fair,1,1,14.9,450705.0
PROP00628,1809.0,4580.0,3,1.7,32,suburb_north,good,3,0,4.6,337007.0
PROP00629,1195.0,2314.0,1,1.2,5,suburb_south,excellent,2,1,10.0,277816.0
PROP00630,500.0,2894.0,1,1.0,76,rural,good,2,0,31.3,38608.0
PROP00631,2366.0,7300.0,4,2.1,50,riverside,good,2,0,12.6,512404.0
PROP00632,2107.0,7274.0,4,3.3,0,suburb_south,good,2,0,,425334.0
PROP00633,1916.0,4100.0,3,1.6,65,riverside,fair,1,1,15.0,331857.0
PROP00634,2275.0,7956.0,4,2.0,87,riverside,fair,0,1,7.7,435434.0
PROP00635,2273.0,13373.0,3,2.1,40,suburb_south,fair,2,1,5.9,406715.0
PROP00636,1907.0,8991.0,3,2.1,91,suburb_south,good,1,1,7.8,287730.0
PROP00637,1660.0,6292.0,2,1.8,40,suburb_south,excellent,1,1,13.4,299853.0
PROP00638,1571.0,4857.0,3,2.8,7,suburb_south,good,2,1,10.2,317289.0
PROP00639,2032.0,6782.0,4,2.2,11,suburb_north,good,1,1,3.7,390159.0
PROP00640,2568.0,11215.0,5,2.8,6,suburb_north,fair,3,0,14.1,510730.0
PROP00641,1743.0,5000.0,3,2.6,28,suburb_north,fair,2,0,3.7,371114.0
PROP00642,2612.0,6369.0,5,3.4,36,suburb_north,excellent,3,1,9.1,670318.0
PROP00643,2005.0,9472.0,3,2.3,42,suburb_south,fair,3,1,9.9,319203.0
PROP00644,2009.0,10953.0,4,2.3,46,suburb_south,good,1,0,10.5,379579.0
PROP00645,3123.0,17447.0,6,4.0,82,downtown,poor,1,1,2.6,596165.0
PROP00646,2709.0,14450.0,3,2.3,1,suburb_north,fair,2,0,14.2,412984.0
PROP00647,2723.0,10970.0,5,3.1,86,suburb_north,fair,0,0,,416820.0
PROP00648,1361.0,6959.0,3,1.8,22,riverside,excellent,3,0,13.5,375865.0
PROP00649,3006.0,17106.0,6,3.5,91,suburb_north,fair,0,0,17.3,533194.0
PROP00650,1755.0,3331.0,3,2.7,12,downtown,good,2,0,1.5,440838.0
PROP00651,1675.0,5914.0,3,1.6,9,downtown,fair,2,1,1.6,453977.0
PROP00652,612.0,1626.0,1,1.0,11,suburb_south,good,3,1,4.0,171634.0
PROP00653,1979.0,11847.0,3,1.7,28,suburb_north,good,2,0,13.8,354145.0
PROP00654,1204.0,6868.0,2,1.3,90,suburb_south,good,2,0,5.4,177697.0
PROP00655,2025.0,10468.0,2,1.5,44,suburb_south,fair,1,1,17.1,357360.0
PROP00656,1161.0,3533.0,3,2.4,15,rural,fair,2,0,38.3,156595.0
PROP00657,2789.0,16173.0,5,3.2,61,suburb_south,excellent,2,1,15.1,596097.0
PROP00658,2103.0,4044.0,3,2.0,48,downtown,good,2,1,2.2,541427.0
PROP00659,3054.0,7909.0,5,3.1,67,suburb_north,fair,2,1,14.0,499104.0
PROP00660,1237.0,5432.0,3,2.2,71,riverside,good,0,0,9.7,221051.0
PROP00661,2652.0,13606.0,5,2.3,75,suburb_north,poor,1,1,11.1,356996.0
PROP00662,809.0,4459.0,1,1.4,14,rural,good,3,1,39.0,148950.0
PROP00663,1914.0,5861.0,1,1.0,47,suburb_south,good,1,1,6.6,323585.0
PROP00664,1453.0,5000.0,3,1.8,60,downtown,fair,2,1,1.0,291164.0
PROP00665,1554.0,5766.0,2,1.6,53,suburb_north,good,2,1,13.7,319485.0
PROP00666,1516.0,2901.0,3,2.0,93,rural,good,3,0,25.4,147771.0
PROP00667,1297.0,7041.0,3,2.2,92,rural,excellent,1,1,33.3,152374.0
PROP00668,1107.0,3564.0,3,2.1,77,rural,good,1,1,28.8,132775.0
PROP00669,1557.0,4106.0,4,2.4,23,suburb_north,good,2,1,4.1,430613.0
PROP00670,1864.0,6559.0,4,3.1,50,riverside,good,2,1,12.7,462558.0
PROP00671,2440.0,11674.0,5,3.3,77,suburb_north,fair,2,1,5.3,422281.0
PROP00672,1962.0,10708.0,4,2.6,25,suburb_north,good,1,0,18.0,399485.0
PROP00673,2442.0,6605.0,5,3.3,68,suburb_south,poor,1,0,17.4,340746.0
PROP00674,987.0,2492.0,2,1.2,23,rural,poor,3,1,31.3,137668.0
PROP00675,1562.0,9003.0,2,2.4,13,suburb_north,good,2,0,13.9,335880.0
PROP00676,2191.0,9013.0,5,2.6,23,suburb_south,fair,3,0,6.9,387274.0
PROP00677,1989.0,6636.0,3,2.0,88,suburb_north,good,3,1,8.1,338468.0
PROP00678,1326.0,3497.0,3,1.9,95,suburb_north,good,2,1,,246934.0
PROP00679,2314.0,13838.0,3,1.9,82,downtown,poor,2,1,2.7,462238.0
PROP00680,1508.0,7269.0,3,1.8,26,rural,good,2,0,18.0,191524.0
PROP00681,1372.0,3725.0,1,1.0,74,downtown,good,2,0,3.7,276585.0
PROP00682,2068.0,4515.0,3,2.5,20,suburb_south,good,2,1,7.1,356902.0
PROP00683,1803.0,4754.0,3,1.5,12,suburb_north,excellent,0,1,9.7,419515.0
PROP00684,1512.0,4295.0,3,2.4,24,suburb_south,fair,3,0,10.8,249685.0
PROP00685,1494.0,3386.0,3,2.3,13,suburb_north,excellent,2,1,4.3,349760.0
PROP00686,1212.0,3351.0,1,1.0,61,suburb_north,good,2,1,15.5,236312.0
PROP00687,1582.0,3624.0,3,2.2,65,suburb_south,poor,1,1,17.0,205057.0
PROP00688,2405.0,8144.0,5,2.9,3,suburb_south,good,2,1,9.0,477443.0
PROP00689,1935.0,7434.0,5,2.6,10,rural,fair,2,0,38.3,269443.0
PROP00690,2327.0,8638.0,4,2.1,45,suburb_north,fair,2,1,13.1,451615.0
PROP00691,2084.0,11009.0,3,2.3,10,suburb_south,fair,0,1,11.9,353293.0
PROP00692,1463.0,4194.0,1,1.2,79,rural,excellent,1,0,19.3,170397.0
PROP00693,893.0,4935.0,3,2.1,38,suburb_north,excellent,2,0,10.1,227242.0
PROP00694,1290.0,7242.0,3,1.8,39,rural,excellent,3,1,22.0,248426.0
PROP00695,1431.0,8344.0,2,1.4,0,rural,fair,0,1,27.3,200339.0
PROP00696,1388.0,3553.0,1,1.0,67,riverside,good,1,1,13.7,258629.0
PROP00697,2340.0,6627.0,3,1.3,69,suburb_south,excellent,2,0,5.4,432556.0
PROP00698,2334.0,10317.0,4,2.5,72,riverside,fair,1,0,6.6,508809.0
PROP00699,3017.0,7216.0,5,3.2,51,suburb_south,good,0,1,10.2,511522.0
PROP00700,1380.0,2980.0,1,1.0,25,suburb_south,fair,2,0,8.8,224228.0
PROP00701,2679.0,5651.0,5,3.7,7,rural,good,2,0,20.0,455139.0
PROP00702,2675.0,11625.0,3,1.6,30,suburb_north,good,1,1,5.9,578414.0
PROP00703,1672.0,8660.0,4,2.2,52,riverside,fair,1,1,15.9,380738.0
PROP00704,2060.0,5948.0,3,2.1,11,suburb_south,poor,3,1,11.9,310259.0
PROP00705,2482.0,14199.0,4,2.6,5,downtown,good,2,0,3.1,628867.0
PROP00706,1768.0,9063.0,4,1.7,20,suburb_south,good,2,1,15.7,298438.0
PROP00707,1725.0,3666.0,3,2.2,6,riverside,fair,1,1,15.4,415745.0
PROP00708,1455.0,5108.0,3,2.1,1,suburb_south,fair,2,1,4.7,949644.0
PROP00709,502.0,1047.0,1,1.0,46,riverside,excellent,2,0,,114310.0
PROP00710,1839.0,10379.0,3,2.0,71,suburb_north,good,1,1,7.6,380983.0
PROP00711,1410.0,6937.0,2,1.2,47,rural,good,2,1,32.3,181721.0
PROP00712,1209.0,5662.0,2,1.3,8,suburb_south,good,2,0,13.8,243459.0
PROP00713,2032.0,9484.0,4,2.0,32,riverside,excellent,1,0,3.1,462667.0
PROP00714,1002.0,3004.0,1,1.2,3,suburb_north,fair,2,0,10.7,224737.0
PROP00715,2243.0,12832.0,4,3.2,59,suburb_north,fair,1,1,7.4,428718.0
PROP00716,2066.0,11726.0,3,2.1,22,rural,good,2,0,36.4,285529.0
PROP00717,1580.0,7751.0,1,1.0,37,downtown,excellent,3,1,2.2,446771.0
PROP00718,1765.0,6653.0,3,2.1,86,suburb_north,fair,1,0,15.3,322327.0
PROP00719,1145.0,2288.0,2,1.4,56,riverside,fair,0,1,11.2,195198.0
PROP00720,2213.0,4247.0,3,1.6,73,riverside,fair,0,1,6.2,373839.0
PROP00721,1903.0,4529.0,2,1.6,33,rural,good,3,1,31.7,274359.0
PROP00722,1944.0,8363.0,3,2.4,89,riverside,good,1,1,3.6,366342.0
PROP00723,2076.0,10696.0,4,2.2,68,rural,good,1,1,17.1,255355.0
PROP00724,1447.0,8369.0,2,1.0,49,suburb_south,fair,2,1,10.5,265394.0
PROP00725,965.0,2448.0,1,1.0,55,suburb_south,good,2,1,3.6,187656.0
PROP00726,2327.0,6881.0,4,2.2,59,riverside,poor,2,1,6.7,421946.0
PROP00727,2179.0,4417.0,4,2.4,15,riverside,good,3,1,4.2,547515.0
PROP00728,1506.0,8967.0,3,1.8,24,downtown,fair,0,1,1.6,356987.0
PROP00729,2025.0,10287.0,3,1.7,65,suburb_north,excellent,2,0,13.6,403456.0
PROP00730,2492.0,9517.0,4,2.7,42,suburb_south,good,2,1,4.3,455716.0
PROP00731,2426.0,10231.0,5,3.2,75,riverside,good,1,1,4.6,563955.0
PROP00732,1489.0,6196.0,2,1.6,50,suburb_south,fair,3,1,16.2,258286.0
PROP00733,981.0,2814.0,2,1.8,6,riverside,fair,2,1,6.0,251293.0
PROP00734,1076.0,2775.0,3,1.7,63,riverside,good,1,1,7.6,256628.0
PROP00735,1629.0,4964.0,2,1.1,58,suburb_north,good,0,1,13.3,244611.0
PROP00736,2604.0,7390.0,5,2.8,35,suburb_south,good,0,0,3.9,443685.0
PROP00737,1399.0,5794.0,3,1.8,75,suburb_south,good,3,1,17.2,219128.0
PROP00738,1472.0,,2,1.0,33,suburb_north,good,1,0,3.3,269259.0
PROP00739,1461.0,7103.0,2,1.3,11,suburb_south,excellent,3,0,15.7,375418.0
PROP00740,1508.0,6312.0,3,2.4,11,suburb_south,good,0,1,8.4,271468.0
PROP00741,1794.0,7240.0,3,2.3,86,riverside,excellent,3,0,5.3,390510.0
PROP00742,1096.0,6352.0,1,1.2,36,suburb_south,good,2,0,8.7,215821.0
PROP00743,2396.0,7557.0,4,2.6,39,downtown,fair,0,0,3.9,495650.0
PROP00744,1720.0,7685.0,3,2.6,29,suburb_south,good,0,1,10.9,328059.0
PROP00745,3164.0,5696.0,6,3.1,70,riverside,poor,2,1,3.9,599005.0
PROP00746,1155.0,5654.0,1,1.0,58,suburb_south,fair,0,1,17.1,173008.0
PROP00747,2674.0,10457.0,4,2.9,86,suburb_north,poor,1,0,5.2,362684.0
PROP00748,2565.0,6862.0,5,3.0,85,rural,good,2,0,23.8,314568.0
PROP00749,1574.0,2843.0,2,1.2,95,downtown,good,3,0,0.6,336437.0
PROP00750,1583.0,7550.0,1,1.2,31,suburb_north,poor,2,0,15.4,256203.0
PROP00751,1293.0,5926.0,3,1.8,56,suburb_north,fair,3,0,5.3,248820.0
PROP00752,1300.0,5973.0,2,1.2,33,riverside,fair,2,0,5.7,293310.0
PROP00753,1800.0,6547.0,4,2.2,67,riverside,fair,2,1,17.2,1177786.0
PROP00754,1811.0,8122.0,2,1.6,71,downtown,fair,1,1,1.1,376808.0
PROP00755,919.0,3859.0,1,1.1,24,riverside,fair,2,0,7.3,205496.0
PROP00756,3061.0,8581.0,5,3.6,82,riverside,excellent,2,1,11.8,752951.0
PROP00757,1657.0,6593.0,3,1.9,27,rural,good,2,0,15.8,250604.0
PROP00758,1836.0,7273.0,2,1.4,94,rural,fair,3,1,20.2,170533.0
PROP00759,1456.0,7657.0,1,1.6,81,riverside,fair,2,1,8.0,256010.0
PROP00760,1653.0,5985.0,4,2.9,1,suburb_north,fair,2,1,12.3,348649.0
PROP00761,1603.0,5821.0,3,2.1,38,suburb_north,fair,2,1,14.4,300867.0
PROP00762,1798.0,,4,1.9,37,rural,good,1,0,27.9,271451.0
PROP00763,1792.0,9958.0,4,2.2,78,suburb_south,excellent,1,1,5.2,439113.0
PROP00764,2243.0,6320.0,4,2.1,69,suburb_south,good,3,1,8.3,312465.0
PROP00765,1925.0,10825.0,3,2.0,4,rural,good,1,1,16.7,310420.0
PROP00766,2187.0,5204.0,4,2.3,80,rural,fair,2,1,35.4,244072.0
PROP00767,1795.0,9665.0,4,3.1,20,riverside,good,2,1,14.8,454193.0
PROP00768,1927.0,4952.0,3,1.4,35,rural,excellent,3,1,29.0,312365.0
PROP00769,1667.0,5980.0,4,2.0,16,downtown,poor,2,1,2.1,383569.0
PROP00770,2352.0,13953.0,3,2.1,15,riverside,excellent,0,0,17.5,567785.0
PROP00771,1977.0,4364.0,2,1.7,50,rural,fair,1,0,31.3,216157.0
PROP00772,1713.0,9125.0,3,1.0,8,downtown,good,2,1,3.9,500702.0
PROP00773,1697.0,6581.0,2,1.0,7,suburb_north,fair,1,1,12.1,340752.0
PROP00774,1740.0,3943.0,4,2.4,75,riverside,good,2,0,6.0,369080.0
PROP00775,1817.0,10539.0,4,3.0,33,suburb_south,fair,1,0,4.3,310295.0
PROP00776,1769.0,7265.0,4,3.3,62,downtown,good,0,1,1.3,535763.0
PROP00777,1493.0,8210.0,3,1.8,94,suburb_north,good,3,1,8.4,286946.0
PROP00778,2221.0,12105.0,3,1.9,4,suburb_north,good,3,1,13.6,517439.0
PROP00779,2255.0,4198.0,2,1.2,76,suburb_north,good,2,0,8.4,359366.0
PROP00780,2781.0,8099.0,6,3.8,10,rural,poor,1,0,23.6,327415.0
PROP00781,1468.0,4720.0,1,1.6,73,suburb_south,good,3,1,16.8,241746.0
PROP00782,2167.0,8769.0,5,3.5,29,riverside,fair,2,0,11.8,402544.0
PROP00783,750.0,1576.0,2,1.5,12,downtown,good,3,1,3.6,257825.0
PROP00784,2256.0,7746.0,4,2.2,21,suburb_north,fair,0,1,6.8,396139.0
PROP00785,999.0,5216.0,2,1.5,34,suburb_north,good,1,0,4.9,206657.0
PROP00786,1259.0,3182.0,2,2.1,70,rural,good,2,1,18.3,151789.0
PROP00787,1983.0,9410.0,3,1.8,65,rural,excellent,3,0,34.9,278336.0
PROP00788,1458.0,5443.0,3,1.3,69,suburb_north,good,1,1,17.1,286131.0
PROP00789,1383.0,2900.0,3,1.9,2,rural,fair,1,1,24.1,204360.0
PROP00790,1533.0,3901.0,3,1.9,93,downtown,good,2,1,3.7,304783.0
PROP00791,2201.0,5266.0,3,1.3,41,suburb_north,fair,3,1,3.2,370663.0
PROP00792,1287.0,5666.0,3,2.1,10,riverside,fair,2,0,10.2,305863.0
PROP00793,1770.0,3835.0,1,1.2,89,suburb_north,good,3,1,8.5,265401.0
PROP00794,1592.0,8369.0,3,2.7,76,rural,good,2,0,28.5,203603.0
PROP00795,2251.0,11678.0,4,2.0,7,suburb_north,excellent,3,1,17.9,608004.0
PROP00796,2266.0,4841.0,3,2.3,41,riverside,excellent,2,0,13.8,512778.0
PROP00797,791.0,4375.0,2,1.9,87,suburb_north,fair,0,1,6.8,125193.0
PROP00798,2375.0,13843.0,4,2.7,65,suburb_north,poor,2,0,14.3,345418.0
PROP00799,1464.0,2902.0,2,1.1,18,suburb_north,excellent,2,0,4.9,325811.0
PROP00800,1930.0,11177.0,4,2.1,67,rural,fair,2,0,37.8,224656.0
PROP00801,1284.0,3818.0,1,1.0,18,suburb_south,good,1,0,9.4,222151.0
PROP00802,2004.0,9202.0,4,2.5,33,suburb_south,excellent,2,0,5.9,397598.0
PROP00803,3203.0,8117.0,4,2.3,18,downtown,fair,2,0,0.8,614969.0
PROP00804,1870.0,9786.0,3,2.5,66,downtown,good,1,1,2.1,454260.0
PROP00805,1547.0,8255.0,3,1.8,89,downtown,excellent,3,1,0.6,451877.0
PROP00806,1672.0,9880.0,2,1.0,4,riverside,good,1,0,7.6,428519.0
PROP00807,992.0,5921.0,2,1.4,57,suburb_north,excellent,0,1,5.1,248293.0
PROP00808,2597.0,5502.0,4,2.7,23,suburb_north,good,1,1,15.2,479767.0
PROP00809,1972.0,8999.0,4,2.6,72,suburb_south,fair,2,0,6.2,333990.0
PROP00810,1223.0,3604.0,2,1.6,13,suburb_south,excellent,0,0,4.4,243745.0
PROP00811,1241.0,2888.0,2,2.1,35,suburb_north,good,2,1,13.0,281419.0
PROP00812,1808.0,,3,1.6,19,downtown,excellent,2,1,3.7,605934.0
PROP00813,2313.0,13261.0,3,1.8,83,suburb_north,good,2,1,15.5,431188.0
PROP00814,1167.0,5451.0,2,2.1,7,riverside,good,3,1,11.4,385381.0
PROP00815,2412.0,4853.0,4,1.7,55,suburb_north,fair,3,1,6.7,405815.0
PROP00816,1750.0,10384.0,3,2.0,11,riverside,fair,1,1,10.1,402813.0
PROP00817,1288.0,,3,2.5,57,downtown,excellent,0,1,3.6,338895.0
PROP00818,1543.0,4781.0,3,2.5,73,rural,excellent,1,1,27.9,214806.0
PROP00819,2762.0,10434.0,5,3.3,72,rural,good,2,1,37.2,363030.0
PROP00820,1036.0,5026.0,1,1.3,3,downtown,excellent,1,1,2.9,359541.0
PROP00821,1397.0,6481.0,3,1.6,74,suburb_south,good,2,1,10.0,232939.0
PROP00822,2324.0,8703.0,3,2.5,28,suburb_north,excellent,2,0,14.8,489038.0
PROP00823,1919.0,7584.0,2,1.0,65,riverside,good,2,0,4.0,401591.0
PROP00824,1365.0,2705.0,3,1.5,92,suburb_south,good,1,0,16.8,181572.0
PROP00825,2331.0,9097.0,4,2.7,11,suburb_south,good,1,0,5.8,399864.0
PROP00826,2357.0,7611.0,4,2.3,34,suburb_north,good,1,1,15.5,389086.0
PROP00827,1982.0,5940.0,4,2.6,83,downtown,excellent,2,1,2.1,491948.0
PROP00828,1463.0,4290.0,2,1.7,13,suburb_south,good,2,0,4.6,259402.0
PROP00829,1548.0,7006.0,2,2.2,25,suburb_south,excellent,2,0,8.4,806265.0
PROP00830,1957.0,7051.0,4,2.7,52,riverside,fair,2,0,16.8,377334.0
PROP00831,1078.0,,3,1.8,95,riverside,fair,2,1,15.5,189146.0
PROP00832,2530.0,6246.0,4,2.8,28,suburb_south,good,0,1,13.8,419426.0
PROP00833,2735.0,15972.0,6,3.2,37,suburb_south,good,1,0,8.7,590908.0
PROP00834,1670.0,4577.0,3,2.4,76,rural,excellent,0,0,32.9,183226.0
PROP00835,1996.0,6997.0,2,1.5,11,riverside,fair,0,1,6.5,464913.0
PROP00836,2452.0,6372.0,3,2.2,31,rural,poor,1,1,15.7,267906.0
PROP00837,2876.0,13670.0,3,1.3,30,rural,good,2,1,24.9,372452.0
PROP00838,2656.0,9646.0,4,1.6,38,suburb_north,excellent,0,0,15.4,561190.0
PROP00839,845.0,2989.0,1,1.0,55,riverside,excellent,0,0,13.6,165665.0
PROP00840,1626.0,8903.0,3,2.7,21,suburb_south,excellent,0,1,8.8,339136.0
PROP00841,2075.0,10354.0,3,1.5,37,downtown,good,1,0,2.1,572308.0
PROP00842,1528.0,6087.0,3,2.3,88,suburb_south,excellent,1,1,7.9,229433.0
PROP00843,2781.0,10479.0,5,2.7,79,suburb_north,fair,0,1,5.3,454058.0
PROP00844,2696.0,15722.0,4,2.4,91,suburb_south,excellent,1,0,6.5,491662.0
PROP00845,1351.0,7859.0,2,1.5,65,suburb_north,good,3,1,7.1,308014.0
PROP00846,1711.0,8144.0,4,3.2,55,riverside,good,1,1,6.4,392855.0
PROP00847,1388.0,6930.0,1,1.2,20,suburb_south,good,1,1,13.2,320159.0
PROP00848,1693.0,9440.0,3,2.2,15,suburb_south,good,2,0,14.1,353364.0
PROP00849,1676.0,9805.0,3,2.5,51,downtown,fair,1,1,3.4,320773.0
PROP00850,2325.0,4988.0,4,2.2,38,suburb_south,fair,2,0,17.8,321414.0
PROP00851,1311.0,7851.0,2,1.9,75,downtown,good,1,1,3.3,315020.0
PROP00852,500.0,2376.0,1,1.4,0,suburb_north,excellent,3,1,4.3,192140.0
PROP00853,918.0,3938.0,1,1.4,85,suburb_north,good,3,0,9.9,161316.0
PROP00854,1234.0,4363.0,3,1.9,16,rural,fair,2,1,30.5,173157.0
PROP00855,1439.0,4623.0,2,1.3,37,suburb_north,good,1,1,6.3,264271.0
PROP00856,1903.0,9853.0,4,2.2,34,suburb_south,fair,2,1,8.7,315297.0
PROP00857,1206.0,5486.0,2,1.2,88,rural,fair,1,0,17.9,126618.0
PROP00858,1134.0,2997.0,2,1.1,69,suburb_north,poor,2,1,14.6,136677.0
PROP00859,1289.0,5622.0,2,1.6,3,rural,good,0,1,25.9,214898.0
PROP00860,1186.0,2838.0,2,1.4,81,downtown,fair,2,0,0.8,254854.0
PROP00861,1495.0,5811.0,2,1.7,64,suburb_north,fair,1,0,5.6,240913.0
PROP00862,1471.0,6253.0,2,1.7,6,downtown,fair,2,1,1.2,352247.0
PROP00863,2179.0,9740.0,4,2.1,75,suburb_south,good,1,1,15.0,373693.0
PROP00864,1256.0,3027.0,2,1.1,3,rural,fair,1,1,32.9,164462.0
PROP00865,1603.0,3529.0,3,1.9,40,suburb_south,fair,2,1,3.7,247687.0
PROP00866,1500.0,4330.0,3,1.7,15,suburb_south,good,2,0,5.7,345227.0
PROP00867,2245.0,9765.0,4,2.1,1,suburb_north,good,1,1,14.1,444735.0
PROP00868,1715.0,9798.0,4,3.2,53,rural,excellent,0,1,26.7,235792.0
PROP00869,2378.0,12062.0,4,1.9,65,suburb_south,good,2,0,16.4,402234.0
PROP00870,1166.0,5751.0,4,3.3,46,suburb_north,good,2,1,7.8,279702.0
PROP00871,1773.0,5651.0,3,2.1,32,rural,excellent,2,1,27.7,316676.0
PROP00872,1483.0,3365.0,3,2.4,49,suburb_north,good,2,0,3.4,291540.0
PROP00873,1126.0,6245.0,1,1.3,14,suburb_north,good,2,1,17.0,250005.0
PROP00874,1763.0,6882.0,4,2.7,4,downtown,poor,2,1,0.9,427390.0
PROP00875,2753.0,6118.0,4,3.2,15,downtown,fair,0,1,2.2,636344.0
PROP00876,1331.0,5386.0,2,1.1,5,riverside,fair,2,0,7.3,320295.0
PROP00877,1730.0,8022.0,3,1.9,73,suburb_south,good,2,0,4.2,298719.0
PROP00878,1078.0,3389.0,2,1.2,58,rural,excellent,0,1,20.6,150373.0
PROP00879,997.0,1833.0,1,1.0,17,downtown,fair,2,1,3.3,260339.0
PROP00880,1367.0,6029.0,2,1.2,54,suburb_south,good,1,0,5.3,246728.0
PROP00881,1553.0,3057.0,2,2.2,46,riverside,excellent,0,1,15.4,353289.0
PROP00882,1577.0,5705.0,4,2.4,10,suburb_south,good,2,0,7.0,349549.0
PROP00883,1676.0,8823.0,3,2.8,93,suburb_south,fair,2,1,11.1,286312.0
PROP00884,893.0,5354.0,1,1.8,90,suburb_south,excellent,1,1,6.9,146907.0
PROP00885,1456.0,4885.0,3,3.2,72,suburb_south,fair,2,0,3.8,283904.0
PROP00886,2076.0,3912.0,3,2.8,77,rural,poor,0,1,39.7,175856.0
PROP00887,1053.0,4075.0,2,2.4,52,suburb_north,good,2,1,8.5,218224.0
PROP00888,1605.0,4751.0,3,2.1,77,suburb_south,fair,2,1,9.5,259973.0
PROP00889,1961.0,10883.0,4,2.6,50,suburb_south,excellent,2,1,12.0,425893.0
PROP00890,1370.0,6560.0,4,2.6,15,suburb_north,fair,1,0,7.7,293886.0
PROP00891,1988.0,6954.0,3,2.0,16,downtown,excellent,1,0,0.7,605435.0
PROP00892,963.0,4815.0,2,1.6,81,rural,poor,2,1,21.9,97580.0
PROP00893,2289.0,7400.0,5,3.3,42,suburb_north,excellent,0,1,4.3,602126.0
PROP00894,2001.0,7987.0,3,1.8,70,suburb_north,poor,1,0,8.3,280801.0
PROP00895,1831.0,10392.0,2,1.0,13,suburb_south,excellent,1,1,4.3,371983.0
PROP00896,2419.0,6388.0,4,2.6,42,downtown,poor,2,0,3.8,442714.0
PROP00897,1619.0,5043.0,3,1.7,8,downtown,excellent,0,0,1.3,492496.0
PROP00898,1460.0,8058.0,1,1.0,21,downtown,excellent,2,1,3.3,461916.0
PROP00899,2555.0,9555.0,5,2.9,10,downtown,good,1,1,2.8,683043.0
PROP00900,2812.0,8816.0,4,2.4,19,suburb_north,poor,2,1,16.0,416196.0
PROP00901,1419.0,2776.0,3,2.4,58,riverside,good,3,0,14.4,339512.0
PROP00902,1737.0,6183.0,3,1.9,0,suburb_north,good,1,0,3.1,442560.0
PROP00903,2375.0,9268.0,5,3.5,18,suburb_north,good,2,0,11.6,501278.0
PROP00904,1757.0,6161.0,3,2.1,66,suburb_south,good,2,1,3.2,358886.0
PROP00905,2127.0,6307.0,3,2.0,14,suburb_north,excellent,0,1,4.6,521248.0
PROP00906,2229.0,7468.0,3,2.1,53,suburb_north,excellent,2,0,17.8,532360.0
PROP00907,1491.0,6707.0,3,1.5,83,suburb_north,good,3,1,9.9,291529.0
PROP00908,2031.0,11259.0,3,2.1,74,suburb_north,fair,2,1,3.4,365217.0
PROP00909,1797.0,8138.0,4,2.8,11,suburb_north,fair,3,0,15.8,395147.0
PROP00910,1131.0,5105.0,1,1.4,14,downtown,good,2,0,2.2,311570.0
PROP00911,1256.0,6570.0,3,1.5,67,rural,excellent,2,1,27.2,191174.0
PROP00912,1441.0,3593.0,3,1.4,33,rural,good,1,0,32.3,204022.0
PROP00913,2311.0,7082.0,4,2.3,40,rural,fair,3,0,22.7,313023.0
PROP00914,2329.0,4687.0,5,3.6,45,downtown,good,2,0,2.9,572243.0
PROP00915,2212.0,7230.0,3,2.1,55,riverside,good,1,1,10.4,476349.0
PROP00916,2042.0,12242.0,3,1.7,43,suburb_south,excellent,2,1,15.5,440139.0
PROP00917,2027.0,6452.0,2,1.0,2,downtown,good,2,1,0.6,569281.0
PROP00918,1953.0,10568.0,4,2.2,9,rural,fair,3,0,15.6,304587.0
PROP00919,2024.0,4372.0,2,1.2,0,riverside,fair,2,1,3.1,465615.0
PROP00920,2061.0,7689.0,2,1.9,25,downtown,poor,3,0,2.9,390270.0
PROP00921,1028.0,3368.0,1,1.4,78,rural,good,2,1,17.7,118257.0
PROP00922,1365.0,3613.0,3,1.6,93,downtown,good,2,1,1.9,313268.0
PROP00923,1234.0,4152.0,3,2.3,45,suburb_south,poor,2,1,10.0,209689.0
PROP00924,2409.0,10926.0,4,2.8,2,downtown,fair,0,0,2.6,604219.0
PROP00925,2710.0,10459.0,5,2.5,6,downtown,excellent,0,1,3.5,734272.0
PROP00926,607.0,3245.0,1,1.0,78,rural,excellent,3,0,15.9,79111.0
PROP00927,2661.0,14904.0,5,3.1,32,suburb_south,good,3,0,15.5,449073.0
PROP00928,1848.0,7067.0,4,2.6,84,suburb_north,good,3,1,9.0,316246.0
PROP00929,2357.0,13961.0,4,1.8,48,riverside,excellent,0,0,14.4,556885.0
PROP00930,2079.0,4371.0,3,2.1,84,rural,good,1,0,28.6,256809.0
PROP00931,2592.0,7674.0,5,3.3,13,rural,excellent,3,1,22.8,444228.0
PROP00932,1915.0,6799.0,4,3.1,82,rural,poor,0,1,25.3,217895.0
PROP00933,1050.0,4460.0,2,1.2,52,rural,fair,2,1,29.2,127125.0
PROP00934,1742.0,7130.0,4,2.3,42,suburb_south,poor,1,0,12.3,249755.0
PROP00935,2084.0,8723.0,3,1.9,50,suburb_north,excellent,3,1,3.4,438860.0
PROP00936,1681.0,9354.0,3,2.1,31,rural,good,2,0,19.9,240289.0
PROP00937,2162.0,6412.0,4,2.5,57,downtown,fair,1,1,0.7,432602.0
